,wkr,wkrname,bula,year,Flooded,PostPeriod,spd_e_vs,spd_z_vs,cdu_e_vs,cdu_z_vs,pds_e_vs,pds_z_vs,del_spd_z_vs,Lagspd_z_vs,popdensity,shpop_o60,shmanu
293,147,Soest,905,1998,0,0,45.45542526,43.12897491,44.40181732,38.46183014,0,0.946559012,NA,NA,0.226517648,20.92890975,48.83744037
294,147,Soest,905,2002,0,1,42.90026093,38.62044907,44.23455429,40.18038177,1.32054925,1.001873016,-4.508525848,43.12897491,0.230012551,22.39999962,45.90000153
295,148,Hochsauerlandkreis,905,1998,0,0,41.67446518,39.38679886,51.38373947,45.04256439,0,0.708446205,NA,NA,0.145397574,21.96299006,53.86471272
296,148,Hochsauerlandkreis,905,2002,0,1,36.96061325,34.41611099,53.7460556,48.53417206,0.798918486,0.725346386,-4.970687866,39.38679886,0.144737035,23.60000038,51.79999924
297,149,Siegen-Wittgenstein,905,1998,0,0,47.86182404,46.77673721,41.83245468,34.85937881,0,1.130202651,NA,NA,0.24574922,21.25836675,47.01914486
298,149,Siegen-Wittgenstein,905,2002,0,1,44.26652145,41.79185486,42.95918274,38.12319946,0.891003549,1.011943817,-4.984882355,46.77673721,0.262829214,23.20000076,46.09999847
299,150,Olpe - MŠrkischer Kreis I,905,1998,0,0,43.35527802,40.85215378,47.26137161,41.85583115,0,0.959046006,NA,NA,0.281493843,20.54481617,63.53194094
300,150,Olpe - MŠrkischer Kreis I,905,2002,0,1,39.94960022,37.05275726,48.18664932,44.14819336,0.974728346,0.863070488,-3.799396515,40.85215378,0.258731276,21,59.59999847
301,151,MŠrkischer Kreis II,905,1998,0,0,50.95822906,46.3060379,39.64849854,34.4771843,0,1.126827717,NA,NA,0.474808931,21.3257404,58.99064161
302,151,MŠrkischer Kreis II,905,2002,0,1,49.64932632,43.11762238,38.63504028,37.00801468,0.813736141,0.90417105,-3.188415527,46.3060379,0.486919552,22.89999962,57.90000153
303,152,Delitzsch - Torgau-Oschatz - Riesa,914,1998,0,0,33.83649445,32.10829926,34.39169693,30.31241608,20.79091454,20.99913979,NA,NA,0.129212767,21.51483698,42.63458351
304,152,Delitzsch - Torgau-Oschatz - Riesa,914,2002,1,1,34.8724823,35.96105957,38.73667526,33.25179672,17.42168427,16.44892502,3.852760315,32.10829926,0.128681794,23,34.09999847
305,153,Leipzig I,914,1998,0,0,38.43965149,36.22673416,28.43393326,25.14627838,22.24468422,21.90402985,NA,NA,1.379442692,23.01355335,27.75527096
306,153,Leipzig I,914,2002,1,1,40.69507599,39.82398224,27.87874031,25.20042992,19.98544502,17.56365204,3.597248077,36.22673416,1.39947176,25.29999924,21.20000076
307,154,Leipzig II,914,1998,0,0,36.65749741,36.45939636,26.25701714,24.13984299,25.4899025,22.47239304,NA,NA,1.982172251,23.04089679,26.51544144
308,154,Leipzig II,914,2002,1,1,39.93087387,40.57727814,23.91949654,22.71177101,23.43507385,17.82099533,4.117881775,36.45939636,1.976562738,25.29999924,21.20000076
309,155,Leipziger-Land - Muldentalkreis,914,1998,0,0,36.14119339,33.53900146,36.12498856,30.15109825,18.0219841,19.55413437,NA,NA,0.184239075,22.47446091,45.41633519
310,155,Leipziger-Land - Muldentalkreis,914,2002,1,1,39.74414063,37.67045593,35.02926254,32.06163406,15.31041431,15.29502106,4.131454468,33.53900146,0.176186845,23.70000076,37.09999847
311,156,Kamenz - Hoyerswerda - Gro§enhain,914,1998,0,0,30.33035088,28.85115051,37.71577072,33.48751831,22.01597786,20.55631828,NA,NA,0.141796455,21.95099664,44.48225369
312,156,Kamenz - Hoyerswerda - Gro§enhain,914,2002,1,1,32.23048401,32.17995453,37.61565399,34.34842682,18.34939957,17.32002449,3.328804016,28.85115051,0.135871112,23.89999962,39.90000153
313,157,Lšbau-Zittau - Gšrlitz - Niesky,914,1998,0,0,30.21368027,25.03298759,42.46936035,37.54356766,17.86926651,18.16643333,NA,NA,0.177543014,22.88489833,41.76904748
314,157,Lšbau-Zittau - Gšrlitz - Niesky,914,2002,1,1,27.00895691,28.39271927,40.6472168,37.87902451,18.3702507,16.28914833,3.359731674,25.03298759,0.205453277,27.10000038,32.40000153
315,158,Bautzen - Wei§wasser,914,1998,0,0,28.49704933,24.28615189,42.32968521,37.77753067,18.49326706,18.96746254,NA,NA,0.159928024,22.37417246,43.33660561
316,158,Bautzen - Wei§wasser,914,2002,1,1,25.87973785,27.99498367,42.83161163,38.68535614,16.64347076,15.86519146,3.708831787,24.28615189,0.126027673,23.60000038,37.5
317,159,SŠchsische Schweiz - Wei§eritzkreis,914,1998,0,0,23.35520172,23.08228683,44.45584488,40.08280182,20.68572998,18.04166794,NA,NA,0.190816551,22.91680238,47.25609162
318,159,SŠchsische Schweiz - Wei§eritzkreis,914,2002,1,1,25.76418495,27.45292854,46.18629837,41.59180069,14.54563713,14.30610085,4.370641708,23.08228683,0.164997369,25,36.59999847
319,160,Dresden I,914,1998,0,0,26.99565506,24.98474503,37.63314056,33.62444687,22.98221207,22.76897621,NA,NA,2.408134699,22.23441029,24.95819994
320,160,Dresden I,914,2002,1,1,31.26242065,32.8745842,33.80522919,30.49747658,20.86970901,17.73950768,7.889839172,24.98474503,3.517406464,24.60000038,23.60000038
321,161,Dresden II - Mei§en I,914,1998,0,0,26.15325546,23.95021439,40.39827728,35.27442932,19.51048088,19.52305412,NA,NA,0.687777936,22.27157247,28.1553676
322,161,Dresden II - Mei§en I,914,2002,1,1,29.15621758,30.06946182,37.04290009,33.00610352,17.50567627,15.63393593,6.119247437,23.95021439,0.628723741,25.60000038,42
323,162,Freiberg - Mittlerer Erzgebirgskreis,914,1998,0,0,27.73666,26.53242874,39.74041748,34.78237152,17.48439407,17.86547661,NA,NA,0.173287526,23.50699285,44.15038017
324,162,Freiberg - Mittlerer Erzgebirgskreis,914,2002,1,1,28.3241806,29.41124153,43.33374405,38.33546829,15.76310539,15.0790329,2.87881279,26.53242874,0.165994987,25.20000076,40.79999924
325,163,Dšbeln - Mittweida - Mei§en II,914,1998,0,0,32.55253601,29.22017288,38.67038727,33.65293884,17.23613167,18.63511276,NA,NA,0.223175898,24.00425914,42.43188923
326,163,Dšbeln - Mittweida - Mei§en II,914,2002,1,1,33.97052002,31.96393776,39.25783539,36.14699554,14.80276871,15.59563732,2.743764877,29.22017288,0.176015049,26.39999962,39.5
327,164,Chemnitz,914,1998,0,0,33.43177795,30.24153137,31.17866898,27.41266823,21.40092087,24.36952972,NA,NA,1.062019587,23.89278994,33.96979848
328,164,Chemnitz,914,2002,1,1,34.99777222,35.52305984,29.55332947,26.48230171,20.92650986,19.70431328,5.281528473,30.24153137,1.216279626,27,25.39999962
329,165,Chemnitzer Land - Stollberg,914,1998,0,0,37.61558533,31.84314156,36.09049225,32.01923752,16.89889336,18.51283836,NA,NA,0.295003474,24.6187836,41.74685026
330,165,Chemnitzer Land - Stollberg,914,2002,1,1,32.76769638,34.39616013,36.88764191,34.56116486,15.75009251,14.95590401,2.55301857,31.84314156,0.390371501,26.89999962,42
331,166,Annaberg - Aue-Schwarzenberg,914,1998,0,0,30.59160614,27.16600037,40.52898026,36.29450989,16.53015518,18.16666222,NA,NA,0.244233444,24.41759085,45.51581206
332,166,Annaberg - Aue-Schwarzenberg,914,2002,1,1,27.87080956,31.21213531,43.5148735,39.33845901,14.68558502,14.09441662,4.046134949,27.16600037,0.2395913,25.79999924,42
333,167,Zwickauer Land - Zwickau,914,1998,0,0,33.08037186,30.60695267,34.61000443,31.1480732,21.07879829,21.01827812,NA,NA,0.405050457,24.66226922,39.71157788
334,167,Zwickauer Land - Zwickau,914,2002,1,1,32.11983109,34.63199234,39.35052872,33.54539108,18.37287712,16.59303093,4.025039673,30.60695267,0.397630066,26.60000038,35.59999847
335,168,Vogtland - Plauen,914,1998,0,0,37.35361481,31.81427765,34.2997551,31.44630814,15.84518147,17.80508804,NA,NA,0.217841297,25.25858409,44.14939321
336,168,Vogtland - Plauen,914,2002,1,1,34.18338013,35.71577835,35.01205444,33.68798828,18.14510345,14.59812832,3.901500702,31.81427765,0.196679756,27.39999962,40.29999924
337,169,Waldeck,906,1998,0,0,54.23079681,50.72557449,35.10438919,30.4271698,0.841332197,1.104069233,NA,NA,0.104248755,22.72701735,39.63749539
338,169,Waldeck,906,2002,0,1,52.13505173,48.36170578,35.23981094,33.22061539,1.253026247,1.027475357,-2.363868713,50.72557449,0.116942361,24.29999924,47.90000153
339,170,Kassel,906,1998,0,0,51.00628662,48.6284523,33.47076797,28.63453102,1.301647067,1.842837811,NA,NA,0.764377117,24.08202661,29.12221734
340,170,Kassel,906,2002,0,1,49.32017899,47.85072327,31.176754,29.13098335,1.627699614,1.765549541,-0.777729034,48.6284523,0.835667491,24.89999962,24.79999924
341,171,Werra-Mei§ner - Hersfeld,906,1998,0,0,54.84890366,51.74999237,33.23066711,29.70736313,0.984508157,1.130812049,NA,NA,0.142712384,25.10607589,52.54106437
342,171,Werra-Mei§ner - Hersfeld,906,2002,0,1,54.94198608,49.6915741,35.35042191,32.77519226,1.176173091,1.151954293,-2.058418274,51.74999237,0.116292126,26.60000038,40.40000153
343,172,Schwalm-Eder,906,1998,0,0,53.96632385,51.06863403,34.02036285,29.87308502,1.001961827,1.135272026,NA,NA,0.110535979,22.82454049,45.83038442
344,172,Schwalm-Eder,906,2002,0,1,52.30056763,49.31582642,35.32761002,32.54636002,1.293603182,1.054456592,-1.752807617,51.06863403,0.112349741,24.10000038,42.79999924
345,173,Marburg,906,1998,0,0,47.7370491,43.3098793,39.59240723,33.17001724,1.515451431,1.876042843,NA,NA,0.201624796,19.41345881,44.15853967
346,173,Marburg,906,2002,0,1,47.82416153,42.25718307,38.54925156,35.24316788,1.782852054,1.864050508,-1.052696228,43.3098793,0.202780232,20.89999962,38.70000076
347,174,Lahn-Dill,906,1998,0,0,48.532341,44.34053421,38.10117722,34.08017349,1.022187829,1.209705949,NA,NA,0.246914566,21.98356091,52.22073004
348,174,Lahn-Dill,906,2002,0,1,46.89123535,41.84083176,41.15706253,38.52795792,0.919937372,1.012303352,-2.499702454,44.34053421,0.246322066,23.5,49.29999924
349,175,Gie§en,906,1998,0,0,46.33716965,41.96207047,38.90709305,33.50239563,1.305178404,1.601778746,NA,NA,0.190662041,20.48607427,36.25593694
350,175,Gie§en,906,2002,0,1,45.30662537,40.68468094,39.03088379,36.4538002,1.612689018,1.454834461,-1.277389526,41.96207047,0.186555445,22.89999962,30.20000076
351,176,Fulda,906,1998,0,0,36.85087967,34.2561264,51.51020813,44.13832855,1.261733532,1.206700802,NA,NA,0.130956009,22.69560873,45.22380613
352,176,Fulda,906,2002,0,1,35.17629623,31.97718048,53.96289825,49.15703201,0.945415735,0.915083647,-2.278945923,34.2561264,0.12709026,22.79999924,42.59999847
353,177,Hochtaunus,906,1998,0,0,39.76659393,36.47152328,45.11800003,38.66936111,1.045929074,1.239143372,NA,NA,0.357721031,21.9542275,34.03821204
354,177,Hochtaunus,906,2002,0,1,40.2641449,34.0750618,43.69119644,41.72862625,0.957178891,1.116669178,-2.396461487,36.47152328,0.306140661,23.60000038,28.29999924
355,178,Wetterau,906,1998,0,0,46.21022415,41.74879074,41.28627014,35.23316193,1.045294404,1.293078899,NA,NA,0.248193398,20.92172721,38.15974813
356,178,Wetterau,906,2002,0,1,46.3696022,39.03950882,41.60479355,38.01511383,0.831639469,1.059956312,-2.709281921,41.74879074,0.263258308,22.10000038,34.09999847
357,179,Rheingau-Taunus - Limburg,906,1998,0,0,41.13421631,37.31888962,46.79629517,40.9385376,0.912529945,1.133068204,NA,NA,0.249027133,20.56051057,36.03036862
358,179,Rheingau-Taunus - Limburg,906,2002,0,1,40.28955078,35.45497513,47.37583542,43.04000092,1.029720426,0.942439795,-1.86391449,37.31888962,0.251274705,22,33
359,180,Wiesbaden,906,1998,0,0,44.23398972,38.00185776,42.18781281,35.36002731,1.084058046,1.584830523,NA,NA,1.306982279,23.18141361,23.41629867
360,180,Wiesbaden,906,2002,0,1,47.30492783,36.80826187,39.95325089,36.11502075,1.243277431,1.448024631,-1.193595886,38.00185776,1.300813437,23.89999962,20
361,181,Hanau,906,1998,0,0,45.07381058,40.62792206,43.13623047,35.34930038,1.422926188,1.569026351,NA,NA,0.39950648,20.43021933,44.20657097
362,181,Hanau,906,2002,0,1,47.26268005,39.66798782,39.88521194,38.15004349,1.051788568,1.266289353,-0.959934235,40.62792206,0.401015013,22.10000038,39.09999847
363,182,Main-Taunus,906,1998,0,0,35.45673752,32.18391037,48.48019791,40.15027618,0.876088977,1.129829288,NA,NA,0.777407348,20.88544602,27.68711266
364,182,Main-Taunus,906,2002,0,1,35.6595726,31.31861115,49.77642441,42.99676895,1.078630447,1.026392102,-0.865299225,32.18391037,0.983846903,22.39999962,22.89999962
365,183,Frankfurt am Main I,906,1998,0,0,42.62234879,36.53118134,39.47536469,32.77041626,1.774688005,2.565982819,NA,NA,1.962684989,21.24926055,22.1306796
366,183,Frankfurt am Main I,906,2002,0,1,44.26533127,34.81500626,35.92861557,33.54888535,1.853176594,2.566043377,-1.716175079,36.53118134,2.628377914,22.10000038,14.80000019
367,184,Frankfurt am Main II,906,1998,0,0,39.34990311,34.64558029,39.1018486,32.74832535,1.603888512,2.466807604,NA,NA,3.082246542,21.24926034,22.13068147
368,184,Frankfurt am Main II,906,2002,0,1,35.64651489,33.94287109,35.38227463,32.72983551,1.995401621,2.393697977,-0.702709198,34.64558029,2.556079149,22.10000038,14.80000019
369,185,Gro§-Gerau,906,1998,0,0,51.54391098,46.12666321,35.19920349,31.2407341,1.36314106,1.517092466,NA,NA,0.573867977,19.47096149,45.65364744
370,185,Gro§-Gerau,906,2002,0,1,50.17229462,43.65537643,35.14914703,32.27502823,1.837535739,1.389448285,-2.471286774,46.12666321,0.552138984,21.20000076,43.29999924
371,186,Offenbach,906,1998,0,0,43.45098495,37.56025314,43.05429459,36.36075974,1.186728716,1.567116141,NA,NA,1.38282156,20.20373002,37.79094056
372,186,Offenbach,906,2002,0,1,43.44704819,35.44629669,43.00285721,39.14961243,1.353443623,1.483986616,-2.113956451,37.56025314,1.389296174,21.70000076,29.79999924
373,187,Darmstadt,906,1998,0,0,46.46724319,41.91862488,37.91943741,31.03987503,1.139029026,1.581945658,NA,NA,0.646042168,20.07010057,35.45740041
374,187,Darmstadt,906,2002,0,1,48.40369797,40.09989548,35.95214844,32.0096283,1.1622473,1.587788939,-1.818729401,41.91862488,0.69108808,21.20000076,32.5
375,188,Odenwald,906,1998,0,0,45.0401535,42.19820786,41.4630661,36.40079117,1.103547335,1.197022319,NA,NA,0.298522592,21.59707056,50.18936443
376,188,Odenwald,906,2002,0,1,45.63291931,39.66460419,41.21651459,38.74293137,1.314947963,1.134858608,-2.533603668,42.19820786,0.284927607,23.20000076,44.20000076
377,189,Bergstra§e,906,1998,0,0,45.37156677,41.38194656,43.85902023,37.31859589,0.92946589,1.032021046,NA,NA,0.375422835,21.32034942,42.45884015
378,189,Bergstra§e,906,2002,0,1,45.26910019,39.68702316,43.43243408,39.15876007,0.792931139,0.920446217,-1.694923401,41.38194656,0.379190177,22.89999962,39.90000153
379,190,Eichsfeld - Nordhausen,916,1998,0,0,33.57454681,33.3449707,40.13991547,36.50876999,17.52368927,16.23791695,NA,NA,0.132099703,19.75504026,38.32223947
380,190,Eichsfeld - Nordhausen,916,2002,0,1,34.57833099,36.8204422,41.27653122,38.0116272,15.10372734,12.86748695,3.475471497,33.3449707,0.12954393,22,37.90000153
381,191,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis I,916,1998,0,0,39.33084488,36.30828094,33.08176804,30.39920425,19.01312065,18.94103622,NA,NA,0.140282303,21.54422226,41.30488895
382,191,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis I,916,2002,0,1,42.58666229,41.70199203,32.69877625,30.11089516,16.08032799,15.18269634,5.39371109,36.30828094,0.131119221,23.70000076,43.70000076
383,192,KyffhŠuserkreis - Sšmmerda - Unstrut-Hainich-Kreis II,916,1998,0,0,41.20888519,35.73731232,32.08224106,29.86419487,18.72117233,20.42991447,NA,NA,0.109520532,20.90132025,36.92146285
384,192,KyffhŠuserkreis - Sšmmerda - Unstrut-Hainich-Kreis II,916,2002,0,1,42.97328949,41.00640488,30.67891884,29.58278656,17.923069,16.84225464,5.26909256,35.73731232,0.10487543,22.89999962,35.90000153
385,193,Gotha - Ilm-Kreis,916,1998,0,0,37.92352295,33.75213623,32.20114899,29.43519974,20.5787735,21.33230209,NA,NA,0.144229501,21.28176298,39.52368953
386,193,Gotha - Ilm-Kreis,916,2002,0,1,41.83628082,40.46741867,30.82042694,29.90926552,17.88716698,16.19710922,6.71528244,33.75213623,0.153060928,23.5,37.5
387,194,Erfurt,916,1998,0,0,36.22712326,34.13583755,27.37108994,24.32983017,24.74650764,25.74887848,NA,NA,0.780867398,19.8835435,28.58778066
388,194,Erfurt,916,2002,0,1,42.05179977,40.98832703,27.65441513,24.35702324,20.74624634,19.02598572,6.852489471,34.13583755,0.746022701,22.29999924,21.29999924
389,195,Jena - Weimar - Weimarer Land,916,1998,0,0,37.80967712,33.03295517,25.85727501,26.39173317,18.68558311,21.514925,NA,NA,0.154638305,20.60600329,29.33568344
390,195,Jena - Weimar - Weimarer Land,916,2002,0,1,44.41192627,39.56856918,26.26564217,25.7933197,16.86698341,16.54466629,6.535614014,33.03295517,0.252921999,21.5,26.89999962
391,196,Gera - Saale-Holzland-Kreis,916,1998,0,0,34.76383209,32.91196442,27.87948608,25.5929203,25.56046295,25.17377663,NA,NA,0.230833441,21.15582042,33.61218734
392,196,Gera - Saale-Holzland-Kreis,916,2002,1,1,36.5633812,39.46798706,27.10100937,26.35982704,25.0518589,20.10653114,6.556022644,32.91196442,0.212301031,23.29999924,27.70000076
393,197,Greiz - Altenburger Land,916,1998,0,0,38.45734787,34.52690887,32.17052078,29.45197868,19.45472336,19.99699783,NA,NA,0.195647374,22.96736248,40.48898599
394,197,Greiz - Altenburger Land,916,2002,1,1,39.00202942,39.19185257,33.21601486,30.47823524,17.52054214,16.24347496,4.664943695,34.52690887,0.170538962,25.70000076,39.5
395,198,Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis,916,1998,0,0,39.31986237,36.04820251,30.87920189,28.04716492,21.47941399,20.78949738,NA,NA,0.1299375,21.84768174,41.14065379
396,198,Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis,916,2002,0,1,41.60755157,40.05691528,31.20832062,29.76787186,18.50635529,17.680933,4.008712769,36.04820251,0.115533166,25.29999924,44.20000076
397,199,Suhl - Schmalkalden-Meiningen - Hildburghausen,916,1998,0,0,36.66616821,34.66410828,30.06717491,28.8867588,24.30674171,22.71907616,NA,NA,0.129723862,21.47619912,41.81065213
398,199,Suhl - Schmalkalden-Meiningen - Hildburghausen,916,2002,0,1,35.60039902,39.65671921,31.91841316,29.53785896,25.11274529,18.82309532,4.992610931,34.66410828,0.119047888,23.29999924,39.20000076
399,200,Neuwied,907,1998,0,0,45.53310394,42.49703979,44.19020081,39.94225693,0.897309542,1.013577104,NA,NA,0.250207365,22.68426017,49.95964299
400,200,Neuwied,907,2002,0,1,44.91008377,38.53905869,44.29798889,41.76489639,1.00099206,0.950912476,-3.95798111,42.49703979,0.254334956,24,46.59999847
401,201,Ahrweiler,907,1998,0,0,40.56988525,37.10180664,48.31702805,45.73662567,0,0.762374759,NA,NA,0.182682306,22.66494923,41.65291671
402,201,Ahrweiler,907,2002,0,1,42.32410431,33.69788361,48.27367783,46.10829926,0,0.788597286,-3.403923035,37.10180664,0.186558157,24.10000038,35.79999924
403,202,Koblenz,907,1998,0,0,45.992939,41.95035553,44.30893707,40.18017197,0.740837574,0.990583003,NA,NA,0.286372095,24.29646276,31.83580162
404,202,Koblenz,907,2002,0,1,43.09908295,38.93663406,44.12733459,40.96075439,0.959218383,0.968595803,-3.013721466,41.95035553,0.400725156,26.20000076,24.39999962
405,203,Mosel/Rhein-HunsrŸck,907,1998,0,0,38.08548355,35.95580673,50.11273193,45.93321991,0.128541768,0.825025022,NA,NA,0.124493629,23.73160966,37.77253228
406,203,Mosel/Rhein-HunsrŸck,907,2002,0,1,34.92404556,33.24258041,48.82780838,46.49523926,0,0.845482469,-2.713226318,35.95580673,0.099759988,24.60000038,39.5
407,204,Kreuznach,907,1998,0,0,46.98100281,46.09874725,42.16368103,35.26683807,0.949346542,0.99520117,NA,NA,0.148303941,23.46964154,40.53350127
408,204,Kreuznach,907,2002,0,1,47.06105804,42.31075287,40.05295181,36.42787552,1.423327684,1.042109728,-3.787994385,46.09874725,0.148462489,25,37
409,205,Bitburg,907,1998,0,0,37.2304306,34.99893188,52.16174316,47.19012833,0,0.794310391,NA,NA,0.06929037,23.50836056,45.65869865
410,205,Bitburg,907,2002,0,1,35.6964798,32.47909927,52.27418518,48.38513947,0,0.67535305,-2.519832611,34.99893188,0.06972041,24.89999962,43.59999847
411,206,Trier,907,1998,0,0,45.24800491,42.4300766,43.5296669,39.38386917,0,0.926019728,NA,NA,0.193766654,22.25995111,34.17155065
412,206,Trier,907,2002,0,1,43.65984726,39.99594879,41.33692551,38.55861282,0.981506407,1.008999944,-2.434127808,42.4300766,0.196078748,23.29999924,31.20000076
413,207,Montabaur,907,1998,0,0,46.48039246,41.95470047,44.72681808,39.7610321,0,1.025992155,NA,NA,0.189835519,22.21368856,49.54970946
414,207,Montabaur,907,2002,0,1,38.44865417,38.25337982,45.94051743,42.17302704,1.202181816,0.927467525,-3.701320648,41.95470047,0.182985574,23.5,46.70000076
415,208,Mainz,907,1998,0,0,43.5865593,38.71899414,37.79530716,36.43081665,1.202973247,1.453251481,NA,NA,0.613159597,19.86554982,29.00593905
416,208,Mainz,907,2002,0,1,41.18287659,37.37436295,36.38898087,36.11379242,1.089449525,1.325618505,-1.344631195,38.71899414,0.61421299,21.20000076,25.89999962
417,209,Worms,907,1998,0,0,50.04789352,44.98624039,37.12450409,33.84801865,0,1.203479528,NA,NA,0.286939174,20.76936895,37.888612
418,209,Worms,907,2002,0,1,49.08464813,41.3026886,36.87191772,35.89859772,0,1.082239866,-3.683551788,44.98624039,0.29366979,21.60000038,33.79999924
419,210,Ludwigshafen/Frankenthal,907,1998,0,0,47.09370422,43.68745804,41.29328537,36.17105865,0,1.124340057,NA,NA,0.841452241,21.79348487,59.73555074
420,210,Ludwigshafen/Frankenthal,907,2002,0,1,47.2944603,41.32581711,40.87926483,37.44848251,1.167421103,1.126762152,-2.36164093,43.68745804,1.032362819,23.60000038,54.90000153
421,211,Neustadt - Speyer,907,1998,0,0,41.90116882,37.81415939,45.24959183,40.68331909,0,0.990170717,NA,NA,0.312496513,22.9544265,34.66513672
422,211,Neustadt - Speyer,907,2002,0,1,42.97440338,36.07775116,44.24158478,40.31909943,0,1.025231123,-1.736408234,37.81415939,0.323195964,24.29999924,30.5
423,212,Kaiserslautern,907,1998,0,0,52.47460556,48.38309097,35.04845047,31.80532455,0,1.043048859,NA,NA,0.220299408,22.51085142,40.86572048
424,212,Kaiserslautern,907,2002,0,1,49.87493896,44.72914505,36.55123901,33.38068008,1.677460194,1.13293767,-3.653945923,48.38309097,0.186073363,24.10000038,36.79999924
425,213,Pirmasens,907,1998,0,0,45.02865982,42.67556381,41.73398972,38.80219269,0,0.918236017,NA,NA,0.183748841,24.14356253,44.05910148
426,213,Pirmasens,907,2002,0,1,41.90040207,37.27022934,45.12915802,42.07975769,2.006109715,1.051547885,-5.405334473,42.67556381,0.175319761,25.10000038,40
427,214,SŸdpfalz,907,1998,0,0,39.82109833,38.06988144,47.10225296,39.66725922,0,0.861136496,NA,NA,0.225897476,20.45940969,45.08545023
428,214,SŸdpfalz,907,2002,0,1,40.0555687,36.23579788,43.48407745,40.90766144,1.054460287,0.9433164,-1.834083557,38.06988144,0.230133176,21.89999962,39.59999847
429,215,Altštting,909,1998,0,0,28.68237495,28.85919189,58.22449875,53.25440598,0,0.533667028,NA,NA,0.173116878,20.34473097,52.47584063
430,215,Altštting,909,2002,0,1,24.79090118,20.51753426,65.70384216,65.32347107,0.827470601,0.607616663,-8.341657639,28.85919189,0.177034825,21.79999924,47.70000076
431,216,Freising,909,1998,0,0,29.29785538,30.18178368,54.81359863,51.31442642,0.752855957,0.720905125,NA,NA,0.153813377,16.95648983,37.30289163
432,216,Freising,909,2002,0,1,22.89502525,21.71303558,62.65485764,63.34099197,0.954271972,0.686362863,-8.468748093,30.18178368,0.164832622,18,32.09999847
433,217,FŸrstenfeldbruck,909,1998,0,0,33.68068695,31.47264481,52.62782669,48.59547043,0.536148131,0.646712899,NA,NA,0.307225019,18.49838007,37.44221893
434,217,FŸrstenfeldbruck,909,2002,0,1,27.27044296,23.85689545,59.35417557,58.06546783,0.885057986,0.657051206,-7.615749359,31.47264481,0.315346926,20.5,32.70000076
435,218,Ingolstadt,909,1998,0,0,33.27477264,33.64139938,55.03696823,52.17491531,0.840667367,0.622687399,NA,NA,0.15046367,19.58833005,55.35939007
436,218,Ingolstadt,909,2002,0,1,23.74114609,25.49369431,65.32574463,62.67229843,1.090167999,0.600563049,-8.147705078,33.64139938,0.154327601,20.89999962,53.20000076
437,219,MŸnchen-Nord,909,1998,0,0,45.17135239,37.80738068,40.61333084,36.55957413,0.978095353,1.39285779,NA,NA,3.879336119,21.08909111,25.50717989
438,219,MŸnchen-Nord,909,2002,0,1,43.49272537,30.69341278,43.27220154,43.41882324,0.906164467,1.296282291,-7.113967896,37.80738068,3.232450247,22.60000038,25.60000038
439,220,MŸnchen-Ost,909,1998,0,0,40.65486145,35.5130806,44.59297943,39.9924202,0.939018905,1.183117151,NA,NA,3.891107798,21.08909069,25.50717978
440,220,MŸnchen-Ost,909,2002,0,1,37.6219368,28.92803192,45.29388428,45.9062767,0.976648808,1.15869832,-6.585048676,35.5130806,3.893231153,22.60000038,25.60000038
