"","nr","formulario","time","pidstr","frm2","frm3","frm4","age","female","income","educgrp","cordoba","info","pid","polar","mandate"
"1",1,3,1,NA,0,1,0,32,0,10,3,1,2,0,7,2
"2",2,4,1,NA,0,0,1,26,0,3,3,1,0,0,6,5
"3",3,1,1,3,0,0,0,34,0,5,3,1,2,1,5,4
"4",4,2,1,NA,1,0,0,30,0,5,3,1,0,0,4,5
"5",5,3,1,NA,0,1,0,22,0,8,3,1,0,0,NA,2
"6",6,4,2,NA,0,0,1,27,0,NA,3,1,1,0,NA,4
"7",7,1,2,8,0,0,0,72,1,4,3,1,1,1,8,1
"8",8,1,2,NA,0,0,0,27,0,5,4,1,1,0,NA,4
"9",9,2,2,10,1,0,0,24,1,10,4,1,2,1,7,2
"10",10,2,1,9,1,0,0,27,0,9,4,1,2,1,9,4
"11",11,2,1,NA,1,0,0,30,1,3,3,1,0,0,NA,1
"12",12,1,1,8,0,0,0,41,0,3,3,1,2,1,10,1
"13",13,1,1,NA,0,0,0,27,1,4,3,1,0,0,6,1
"14",14,4,2,7,0,0,1,50,0,4,3,1,2,1,5,4
"15",15,3,1,NA,0,1,0,43,0,5,4,1,2,0,0,3
"16",16,3,1,NA,0,1,0,55,1,6,4,1,2,0,5,1
"17",17,1,1,NA,0,0,0,55,1,10,3,1,1,0,10,3
"18",18,3,1,NA,0,1,0,41,1,3,2,1,1,0,10,2
"19",19,2,2,9,1,0,0,40,1,6,4,1,1,1,8,1
"20",20,4,2,8,0,0,1,29,0,3,2,1,1,1,9,1
"21",21,4,1,8,0,0,1,48,1,4,2,1,1,1,8,1
"22",22,3,1,9,0,1,0,69,1,NA,4,1,1,1,6,2
"23",23,3,2,NA,0,1,0,25,1,NA,3,1,1,0,NA,4
"24",24,2,1,NA,1,0,0,22,1,3,3,1,2,0,9,1
"25",25,1,1,NA,0,0,0,41,1,3,4,1,1,0,2,3
"26",26,1,1,NA,0,0,0,39,0,4,3,1,2,0,9,1
"27",27,4,2,5,0,0,1,22,1,4,3,1,2,1,10,3
"28",28,2,1,NA,1,0,0,22,0,5,3,1,1,0,NA,1
"29",29,1,1,NA,0,0,0,21,0,4,2,1,0,0,NA,2
"30",30,2,1,6,1,0,0,31,0,6,3,1,1,1,8,4
"31",31,2,2,9,1,0,0,37,1,3,2,1,1,1,NA,1
"32",32,1,2,NA,0,0,0,64,0,5,4,1,2,0,4,4
"33",33,3,1,7,0,1,0,61,0,7,4,1,0,1,5,1
"34",34,2,2,4,1,0,0,46,0,3,3,1,2,1,8,2
"35",35,4,1,NA,0,0,1,109,0,5,4,1,1,0,7,1
"36",36,1,1,NA,0,0,0,24,1,3,3,1,0,0,0,1
"37",37,3,1,NA,0,1,0,31,1,3,2,1,1,0,NA,2
"38",38,2,1,NA,1,0,0,68,1,3,2,1,0,1,NA,1
"39",39,4,1,5,0,0,1,21,0,5,2,1,0,1,4,4
"40",40,1,1,9,0,0,0,74,1,NA,2,1,1,1,NA,1
"41",41,4,1,5,0,0,1,41,1,8,3,1,2,1,4,2
"42",42,4,1,NA,0,0,1,84,1,5,1,1,0,0,4,4
"43",43,3,2,NA,0,1,0,34,0,8,3,1,1,0,4,2
"44",44,2,3,10,1,0,0,37,1,8,3,1,2,1,9,2
"45",45,4,3,NA,0,0,1,25,1,3,2,1,1,0,NA,2
"46",46,1,1,NA,0,0,0,41,1,10,4,1,2,0,6,2
"47",47,2,2,10,1,0,0,18,1,NA,3,1,2,1,6,2
"48",48,1,2,7,0,0,0,49,1,NA,3,1,2,1,7,2
"49",49,3,2,NA,0,1,0,42,0,7,4,1,2,0,NA,2
"50",50,4,3,NA,0,0,1,27,1,4,4,1,1,0,NA,1
"51",51,1,3,NA,0,0,0,55,1,6,2,1,1,0,6,1
"52",52,4,1,NA,0,0,1,22,1,5,2,1,0,0,3,2
"53",53,2,1,NA,1,0,0,34,0,NA,3,1,1,0,7,1
"54",54,2,2,NA,1,0,0,38,1,NA,3,1,1,0,5,3
"55",55,2,2,10,1,0,0,58,0,NA,2,1,1,1,9,1
"56",56,1,2,NA,0,0,0,52,1,6,2,1,0,0,1,4
"57",57,3,2,NA,0,1,0,33,0,5,4,1,1,0,5,1
"58",58,4,1,5,0,0,1,46,0,10,4,1,2,1,5,1
"59",59,1,2,NA,0,0,0,33,1,5,4,1,2,0,4,1
"60",60,3,3,NA,0,1,0,46,1,NA,2,1,0,0,NA,2
"61",61,3,2,NA,0,1,0,22,1,8,3,1,0,0,6,1
"62",62,4,2,NA,0,0,1,76,0,5,2,1,1,0,6,4
"63",63,1,3,NA,0,0,0,77,1,NA,3,1,1,0,5,4
"64",64,4,2,NA,0,0,1,56,0,4,2,1,1,0,7,1
"65",65,4,2,NA,0,0,1,33,1,5,3,1,1,0,NA,3
"66",66,3,3,NA,0,1,0,71,0,NA,1,1,2,0,7,1
"67",67,2,1,NA,1,0,0,39,0,NA,3,1,1,0,5,2
"68",68,1,2,NA,0,0,0,18,0,NA,2,1,0,0,NA,1
"69",69,3,2,NA,0,1,0,33,1,5,4,1,1,0,6,NA
"70",70,2,2,NA,1,0,0,33,1,6,2,1,2,0,6,2
"71",71,3,1,NA,0,1,0,39,0,8,4,1,2,0,2,NA
"72",72,1,1,NA,0,0,0,20,1,5,3,1,1,0,NA,1
"73",73,4,2,3,0,0,1,22,1,5,3,1,0,1,NA,1
"74",74,4,2,NA,0,0,1,61,1,3,2,1,1,0,NA,1
"75",75,2,1,NA,1,0,0,41,1,NA,4,1,2,0,4,2
"76",76,3,3,2,0,1,0,25,1,5,3,1,1,1,4,2
"77",77,2,1,NA,1,0,0,56,1,3,2,1,1,0,NA,1
"78",78,1,2,7,0,0,0,43,0,3,3,1,2,1,9,4
"79",79,1,1,10,0,0,0,69,0,3,2,1,1,1,NA,1
"80",80,2,1,NA,1,0,0,40,1,5,3,1,0,0,NA,1
"81",81,3,1,NA,0,1,0,60,0,NA,4,1,1,0,3,2
"82",82,4,1,NA,0,0,1,45,0,10,3,1,1,0,6,5
"83",83,1,1,NA,0,0,0,45,1,2,2,1,0,0,2,1
"84",84,2,1,9,1,0,0,33,0,NA,3,1,2,1,7,1
"85",85,4,1,NA,0,0,1,68,1,3,2,1,1,0,NA,3
"86",86,1,1,8,0,0,0,35,1,4,4,1,2,1,7,5
"87",87,3,1,NA,0,1,0,78,0,4,3,1,0,0,6,1
"88",88,2,1,NA,1,0,0,34,0,3,4,1,1,0,7,1
"89",89,3,1,NA,0,1,0,36,0,NA,2,1,1,0,7,1
"90",90,4,1,NA,0,0,1,25,0,6,3,1,1,0,NA,1
"91",91,1,2,NA,0,0,0,69,0,5,2,1,1,0,6,1
"92",92,2,1,NA,1,0,0,29,0,NA,3,1,1,0,NA,1
"93",93,3,1,NA,0,1,0,45,0,3,2,1,0,0,6,1
"94",94,2,1,NA,1,0,0,42,1,4,3,1,1,0,7,1
"95",95,4,1,NA,0,0,1,63,0,2,2,1,0,0,3,1
"96",96,3,1,NA,0,1,0,29,1,3,3,1,0,0,NA,2
"97",97,1,1,NA,0,0,0,25,1,2,2,1,0,0,5,1
"98",98,2,2,10,1,0,0,63,1,3,2,1,2,1,10,3
"99",99,4,1,10,0,0,1,51,1,5,1,1,0,1,9,1
"100",100,1,1,NA,0,0,0,18,1,4,2,1,1,0,7,5
"101",101,3,2,4,0,1,0,61,1,5,4,1,1,1,0,4
"102",102,1,1,NA,0,0,0,63,1,3,2,1,1,0,NA,1
"103",103,3,1,NA,0,1,0,18,0,5,3,1,2,0,5,2
"104",104,3,1,NA,0,1,0,73,0,3,2,1,1,0,NA,1
"105",105,2,1,NA,1,0,0,65,1,NA,2,1,1,0,NA,1
"106",106,1,1,NA,0,0,0,32,1,5,2,1,0,0,5,2
"107",107,2,1,NA,1,0,0,74,1,NA,1,1,0,0,NA,1
"108",108,4,2,NA,0,0,1,31,1,5,3,1,0,0,4,1
"109",109,4,1,5,0,0,1,78,0,3,1,1,1,1,NA,1
"110",110,4,2,NA,0,0,1,61,1,NA,2,1,0,0,NA,1
"111",111,1,2,NA,0,0,0,38,0,4,2,1,2,0,5,1
"112",112,2,3,10,1,0,0,54,1,6,4,1,2,1,NA,3
"113",113,2,1,9,1,0,0,66,1,3,1,1,1,1,NA,1
"114",114,3,1,6,0,1,0,45,0,5,2,1,1,1,7,2
"115",115,3,2,6,0,1,0,80,1,NA,2,1,1,1,NA,1
"116",116,1,1,10,0,0,0,48,1,5,3,1,2,1,10,3
"117",117,4,1,7,0,0,1,19,1,3,2,1,1,1,7,1
"118",118,1,2,7,0,0,0,23,1,4,3,1,2,1,NA,1
"119",119,4,1,NA,0,0,1,37,1,2,2,1,0,0,7,3
"120",120,2,1,NA,1,0,0,24,1,6,4,1,1,0,7,3
"121",121,3,1,8,0,1,0,66,1,3,3,1,1,1,9,1
"122",122,4,3,7,0,0,1,56,1,1,3,1,1,1,10,1
"123",123,1,1,10,0,0,0,49,1,7,3,1,2,1,10,1
"124",124,2,1,NA,1,0,0,26,1,5,4,1,0,0,NA,1
"125",125,4,1,NA,0,0,1,38,0,3,2,1,0,0,5,1
"126",126,2,1,NA,1,0,0,39,0,4,2,1,0,0,NA,4
"127",127,3,1,10,0,1,0,72,1,4,2,1,1,1,10,1
"128",128,3,2,NA,0,1,0,50,1,NA,2,1,0,0,NA,3
"129",129,1,1,NA,0,0,0,38,1,3,2,1,1,0,6,1
"130",130,4,3,NA,0,0,1,45,1,NA,2,1,0,0,NA,1
"131",131,3,1,NA,0,1,0,19,1,NA,2,1,2,0,NA,1
"132",132,4,1,8,0,0,1,51,0,4,2,1,1,1,7,3
"133",133,1,2,NA,0,0,0,47,1,NA,1,1,0,0,NA,2
"134",134,2,2,9,1,0,0,52,0,NA,2,1,1,1,NA,2
"135",135,3,2,NA,0,1,0,32,1,4,2,1,2,0,NA,1
"136",136,4,1,10,0,0,1,41,0,2,1,1,0,1,NA,1
"137",137,1,1,9,0,0,0,70,1,NA,2,1,1,1,NA,1
"138",138,2,2,NA,1,0,0,44,1,5,2,1,1,0,NA,1
"139",139,3,1,NA,0,1,0,20,0,NA,2,1,0,0,NA,1
"140",140,4,2,NA,0,0,1,47,1,5,2,1,1,0,NA,1
"141",141,1,1,NA,0,0,0,57,1,NA,3,1,1,0,NA,3
"142",142,1,3,NA,0,0,0,55,1,NA,2,1,1,0,4,1
"143",143,4,2,NA,0,0,1,72,1,NA,2,1,1,0,7,1
"144",144,2,2,NA,1,0,0,31,1,5,3,1,1,0,6,1
"145",145,1,3,NA,0,0,0,26,1,6,3,1,1,0,6,1
"146",146,2,1,3,1,0,0,65,1,NA,3,1,1,1,5,1
"147",147,2,3,7,1,0,0,19,1,NA,4,1,0,1,6,1
"148",148,3,2,NA,0,1,0,51,0,5,2,1,1,0,2,1
"149",149,3,3,NA,0,1,0,44,0,NA,4,1,1,0,4,1
"150",150,4,1,NA,0,0,1,NA,1,NA,2,1,2,0,NA,1
"151",151,3,3,8,0,1,0,74,1,4,3,1,1,1,3,2
"152",152,4,3,NA,0,0,1,25,1,7,3,1,2,0,4,1
"153",153,1,2,NA,0,0,0,37,0,6,2,1,1,0,NA,2
"154",154,3,3,5,0,1,0,NA,1,8,3,1,1,1,NA,4
"155",155,3,2,NA,0,1,0,38,0,NA,3,1,1,0,NA,4
"156",156,2,1,8,1,0,0,36,0,3,2,1,1,1,NA,1
"157",157,4,2,NA,0,0,1,37,1,7,4,1,0,1,NA,2
"158",158,4,3,10,0,0,1,29,1,8,4,1,1,1,7,3
"159",159,1,2,6,0,0,0,38,0,5,2,1,2,1,8,4
"160",160,2,2,4,1,0,0,38,0,6,4,1,1,1,6,1
"161",161,4,2,6,0,0,1,37,0,NA,4,1,1,1,4,2
"162",162,3,2,NA,0,1,0,38,0,6,2,1,1,0,5,1
"163",163,3,2,NA,0,1,0,43,0,NA,4,1,1,0,2,2
"164",164,4,2,NA,0,0,1,61,0,NA,4,1,2,0,7,1
"165",165,3,2,NA,0,1,0,65,1,NA,2,1,1,0,6,2
"166",166,1,2,NA,0,0,0,46,0,6,2,1,1,0,NA,1
"167",167,4,2,NA,0,0,1,54,1,NA,4,1,2,0,6,2
"168",168,2,2,NA,1,0,0,37,1,NA,3,1,1,0,5,1
"169",169,3,2,NA,0,1,0,39,1,NA,2,1,2,0,5,3
"170",170,1,2,NA,0,0,0,48,1,7,2,1,1,0,6,1
"171",171,1,1,8,0,0,0,62,1,2,2,1,0,1,6,3
"172",172,2,2,10,1,0,0,21,1,6,3,1,2,1,7,2
"173",173,3,1,5,0,1,0,44,0,4,3,1,2,1,5,1
"174",174,4,2,4,0,0,1,20,1,2,2,1,0,1,NA,NA
"175",175,2,1,NA,1,0,0,30,0,3,1,1,0,0,9,1
"176",176,3,1,NA,0,1,0,24,1,3,3,1,0,0,NA,2
"177",177,1,1,NA,0,0,0,37,1,4,3,1,1,0,3,2
"178",178,1,1,NA,0,0,0,34,0,4,4,1,1,0,NA,1
"179",179,4,2,8,0,0,1,58,0,7,4,1,1,1,NA,1
"180",180,2,1,7,1,0,0,46,1,9,3,1,1,1,2,1
"181",181,3,3,NA,0,1,0,28,1,5,3,1,0,0,NA,1
"182",182,1,1,NA,0,0,0,62,0,NA,4,1,1,0,NA,1
"183",183,4,2,NA,0,0,1,29,0,NA,4,1,1,0,NA,1
"184",184,2,2,9,1,0,0,74,1,3,1,1,1,1,NA,1
"185",185,1,3,NA,0,0,0,65,1,4,1,1,0,0,NA,1
"186",186,3,3,NA,0,1,0,55,0,NA,3,1,1,0,NA,1
"187",187,4,3,7,0,0,1,56,0,3,4,1,1,1,NA,1
"188",188,1,3,7,0,0,0,60,0,NA,2,1,1,1,NA,4
"189",189,2,3,7,1,0,0,45,0,4,2,1,0,1,NA,4
"190",190,2,3,10,1,0,0,60,1,2,2,1,1,1,NA,1
"191",191,1,1,10,0,0,0,25,0,4,2,1,1,1,10,1
"192",192,2,2,10,1,0,0,21,0,5,3,1,1,1,6,4
"193",193,3,1,NA,0,1,0,25,0,3,2,1,2,0,6,1
"194",194,4,3,NA,0,0,1,47,1,4,2,1,0,0,9,1
"195",195,1,1,NA,0,0,0,52,1,4,2,1,1,0,2,1
"196",196,3,2,NA,0,1,0,19,0,7,3,1,2,0,8,2
"197",197,2,1,7,1,0,0,30,1,2,2,1,0,1,10,1
"198",198,2,1,10,1,0,0,23,1,5,3,1,0,1,NA,1
"199",199,4,1,NA,0,0,1,37,1,5,3,1,1,0,6,1
"200",200,1,1,NA,0,0,0,21,1,4,2,1,1,0,NA,4
"201",201,3,1,NA,0,1,0,20,1,NA,3,1,0,0,NA,1
"202",202,2,3,NA,1,0,0,33,0,10,3,1,1,0,10,1
"203",203,4,2,NA,0,0,1,78,1,2,1,1,1,0,NA,1
"204",204,2,2,NA,1,0,0,25,0,4,2,1,0,1,NA,1
"205",205,3,2,NA,0,1,0,49,1,NA,3,1,0,0,9,4
"206",206,1,1,NA,0,0,0,25,1,4,2,1,0,0,NA,1
"207",207,1,1,NA,0,0,0,39,0,NA,3,1,1,0,3,1
"208",208,4,3,10,0,0,1,42,1,NA,2,1,2,1,NA,1
"209",209,1,1,NA,0,0,0,28,1,2,2,1,0,0,NA,1
"210",210,2,2,NA,1,0,0,26,1,5,3,1,1,0,NA,1
"211",211,2,2,7,1,0,0,42,0,6,2,1,0,1,9,3
"212",212,3,3,NA,0,1,0,70,1,NA,2,1,1,0,NA,1
"213",213,4,2,NA,0,0,1,19,1,NA,3,1,1,0,NA,2
"214",214,2,2,NA,1,0,0,57,1,NA,2,1,1,0,10,1
"215",215,4,2,NA,0,0,1,38,1,NA,3,1,1,1,NA,1
"216",216,1,3,NA,0,0,0,38,1,NA,2,1,1,0,3,2
"217",217,2,2,NA,1,0,0,27,1,7,2,1,1,0,NA,4
"218",218,1,2,NA,0,0,0,57,1,NA,1,1,1,0,5,1
"219",219,2,2,NA,1,0,0,38,1,NA,4,1,2,0,2,4
"220",220,2,2,NA,1,0,0,47,0,8,3,1,2,0,9,1
"221",221,3,2,NA,0,1,0,55,1,5,3,1,2,0,NA,1
"222",222,4,2,NA,0,0,1,33,0,7,4,1,2,0,NA,1
"223",223,1,2,NA,0,0,0,56,0,NA,2,1,1,0,5,2
"224",224,2,2,NA,1,0,0,37,1,NA,2,1,1,0,7,1
"225",225,2,2,NA,1,0,0,50,1,NA,2,1,0,0,0,3
"226",226,3,3,NA,0,1,0,18,1,NA,3,1,0,0,3,2
"227",227,2,2,NA,1,0,0,22,0,NA,3,1,0,0,6,1
"228",228,4,3,7,0,0,1,28,1,6,4,1,1,1,6,4
"229",229,1,1,3,0,0,0,45,1,5,2,1,1,1,6,1
"230",230,1,1,NA,0,0,0,19,1,5,4,1,0,0,NA,4
"231",231,1,2,4,0,0,0,74,0,2,2,1,1,1,6,2
"232",232,2,2,NA,1,0,0,27,0,5,2,1,1,0,6,1
"233",233,3,1,NA,0,1,0,68,0,3,1,1,1,0,10,1
"234",234,4,1,NA,0,0,1,57,0,NA,3,1,2,0,4,4
"235",235,3,1,NA,0,1,0,30,0,8,3,1,0,0,4,1
"236",236,4,1,10,0,0,1,32,0,4,3,1,1,1,5,1
"237",237,1,1,10,0,0,0,63,1,NA,NA,1,1,1,10,3
"238",238,2,1,NA,1,0,0,32,1,NA,3,1,1,0,3,1
"239",239,4,2,NA,0,0,1,33,0,3,NA,1,0,0,6,2
"240",240,3,1,7,0,1,0,62,0,4,2,1,2,1,10,5
"241",241,1,2,NA,0,0,0,51,1,3,2,1,0,0,NA,2
"242",242,2,3,7,1,0,0,27,1,5,3,1,2,1,NA,1
"243",243,2,3,NA,1,0,0,25,1,4,4,1,1,0,8,1
"244",244,3,3,NA,0,1,0,53,1,NA,2,1,1,0,NA,1
"245",245,3,2,5,0,1,0,62,1,4,2,1,0,1,NA,4
"246",246,4,3,NA,0,0,1,43,1,2,2,1,1,0,NA,1
"247",247,4,3,5,0,0,1,109,1,4,2,1,0,1,NA,4
"248",248,3,1,6,0,1,0,65,1,3,2,1,1,1,NA,1
"249",249,1,3,3,0,0,0,55,1,2,1,1,1,1,NA,2
"250",250,4,3,10,0,0,1,35,1,4,2,1,1,1,NA,1
"251",251,3,2,NA,0,1,0,22,1,3,2,1,1,0,NA,1
"252",252,4,1,NA,0,0,1,47,1,3,2,1,0,0,NA,1
"253",253,1,1,NA,0,0,0,20,0,1,3,1,1,0,2,4
"254",254,1,1,NA,0,0,0,38,1,3,1,1,0,0,7,2
"255",255,2,1,NA,1,0,0,43,1,2,1,1,0,0,0,1
"256",256,4,1,8,0,0,1,57,0,5,1,1,1,1,4,2
"257",257,3,1,NA,0,1,0,57,1,5,2,1,1,0,0,1
"258",258,3,1,NA,0,1,0,45,0,4,2,1,1,0,NA,1
"259",259,4,1,NA,0,0,1,26,0,5,2,1,2,0,5,1
"260",260,2,1,6,1,0,0,25,0,3,3,1,1,1,8,1
"261",261,1,2,NA,0,0,0,109,1,3,2,1,1,0,NA,1
"262",262,1,1,NA,0,0,0,66,0,2,2,1,2,0,10,1
"263",263,3,2,NA,0,1,0,48,1,5,4,1,1,0,5,1
"264",264,1,1,5,0,0,0,36,1,5,3,1,0,1,5,1
"265",265,2,1,NA,1,0,0,55,1,5,2,1,1,0,NA,1
"266",266,4,2,9,0,0,1,64,1,10,2,1,0,1,0,1
"267",267,3,1,NA,0,1,0,23,0,9,3,1,1,0,2,2
"268",268,2,1,NA,1,0,0,27,1,8,3,1,2,0,3,2
"269",269,2,2,NA,1,0,0,45,1,4,2,1,0,0,NA,1
"270",270,4,2,10,0,0,1,54,0,3,2,1,0,1,6,2
"271",271,3,1,NA,0,1,0,33,1,NA,2,1,0,0,NA,1
"272",272,2,1,6,1,0,0,25,1,5,2,1,1,1,NA,2
"273",273,4,1,NA,0,0,1,48,0,NA,2,1,1,0,8,1
"274",274,4,2,8,0,0,1,29,0,5,2,1,1,1,6,2
"275",275,3,2,NA,0,1,0,24,1,5,2,1,0,0,NA,2
"276",276,4,1,NA,0,0,1,21,1,10,2,1,0,0,5,1
"277",277,1,1,NA,0,0,0,36,1,NA,4,1,1,0,NA,1
"278",278,3,2,NA,0,1,0,48,0,8,3,1,1,0,5,1
"279",279,1,1,NA,0,0,0,27,1,NA,4,1,0,0,NA,1
"280",280,2,3,9,1,0,0,64,1,3,1,1,1,1,NA,1
"281",281,2,2,NA,1,0,0,46,1,NA,4,1,2,0,2,NA
"282",282,3,2,NA,0,1,0,63,0,5,2,1,1,0,6,1
"283",283,3,2,NA,0,1,0,40,1,NA,4,1,1,0,6,1
"284",284,1,3,NA,0,0,0,61,1,7,2,1,1,0,NA,1
"285",285,4,2,NA,0,0,1,29,1,NA,3,1,0,0,7,2
"286",286,1,3,NA,0,0,0,47,0,NA,3,1,2,0,7,1
"287",287,2,2,9,1,0,0,26,1,6,2,1,0,1,7,1
"288",288,2,3,NA,1,0,0,20,1,NA,4,1,0,0,3,1
"289",289,4,2,NA,0,0,1,34,0,NA,3,1,2,0,6,1
"290",290,1,3,5,0,0,0,46,0,6,2,1,1,1,6,1
"291",291,2,1,NA,1,0,0,30,0,NA,3,1,1,0,5,1
"292",292,2,3,NA,1,0,0,19,0,NA,3,1,1,0,4,4
"293",293,3,2,NA,0,1,0,61,0,NA,3,1,0,0,7,1
"294",294,3,2,NA,0,1,0,83,1,NA,3,1,1,0,NA,3
"295",295,4,2,NA,0,0,1,34,1,NA,3,1,1,0,NA,1
"296",296,4,2,NA,0,0,1,56,0,6,2,1,1,0,4,4
"297",297,4,2,NA,0,0,1,51,0,6,2,1,1,0,7,1
"298",298,1,2,NA,0,0,0,20,1,7,3,1,1,0,7,1
"299",299,3,2,NA,0,1,0,45,0,NA,3,1,1,0,2,1
"300",300,1,2,NA,0,0,0,27,1,NA,3,1,1,0,NA,3
"301",301,3,1,NA,0,1,0,37,0,NA,4,1,1,0,9,2
"302",302,4,1,NA,0,0,1,62,1,3,2,1,1,0,5,3
"303",303,4,1,NA,0,0,1,57,1,NA,4,1,0,0,NA,1
